drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	bert_score_precision_llm_vs_discordant	bert_score_recall_llm_vs_discordant	bert_score_f1_llm_vs_discordant	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_discordant	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_discordant	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_discordant	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_discordant	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_discordant	gpt4_llm_vs_ref
clomipramine	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Intermediate Metabolizer and activity score = 0.5 for CYP2D6 and Poor Metabolizer for CYP2C19 with regards to taking clomipramine? Give a 2-3 sentence summary.	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	['Proceed taking clomipramine as normal. There is no recommendation.', 'Take clomipramine with a reduced dose.', 'Take clomipramine with an increased dose.']	Avoid clomipramine. Take an alternate therapy.	For an individual with an intermediate metabolizer phenotype for CYP2D6 (activity score = 0.5) and a poor metabolizer status for CYP2C19, caution is advised when prescribing clomipramine, a tricyclic antidepressant. The CYP2D6 enzyme partly metabolizes clomipramine, and reduced function can lead to higher plasma levels, increasing the risk of adverse effects. Given the altered metabolism due to CYP2C19 poor metabolizer status, which could also affect the drug's pharmacokinetics, starting with a lower dose and careful monitoring for side effects and therapeutic efficacy is recommended.    It's also prudent to consider therapeutic drug monitoring and engage in regular follow-up assessments to manage potential toxicity effectively and to ensure therapeutic levels are maintained.	-0.069802545	0.18538952	0.047161184	-0.20104586	0.25726357	-0.01568463	-0.20542125403881073	0.4261493980884552	0.029710710048675537	0.7627791391672254	0.6699594453148757	0.6817405239082425	0.62484705	0.53381366	0.5498152	0.6338645	0.5911493	0.6192593	0.61429036	0.6256831	0.6146602	0.5363724	0.61071545	0.58751315	0
clomipramine	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is No Result and activity score = No Result for CYP2D6 and Rapid Metabolizer for CYP2C19 with regards to taking clomipramine? Give a 2-3 sentence summary.	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking clomipramine as normal. There is no recommendation.', 'Take clomipramine with a reduced dose.', 'Take clomipramine with an increased dose.']	Avoid clomipramine. Take an alternate therapy.	"For an individual identified as having an indeterminate or ""No Result"" activity score for CYP2D6 and categorized as a rapid metabolizer for CYP2C19, clinical guidance for administering clomipramine would need to consider the potential for altered pharmacokinetics. Clomipramine metabolism mainly involves CYP2D6, where an indeterminate phenotype might either reflect technical issues in genotyping or unusual genetic variations, leading to unpredictable drug metabolism and effect. For safety and efficacy, it is advisable to start treatment with clomipramine at the low end of the dose range and closely monitor the patient for both therapeutic efficacy and potential adverse effects, adjusting the dose as necessary based on clinical response and side effect profile."	0.083667636	0.19235875	0.13902515	-0.1847974	0.24395292	-0.008216303	-0.18907134234905243	0.45357421040534973	0.05012014880776405	0.5771387284828207	0.6320580149946498	0.6278186223206308	0.6890332	0.5381783	0.51602376	0.6143077	0.6695148	0.6765482	0.5492995	0.6001639	0.56158805	0.5128944	0.5868118	0.607451	0
clomipramine	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Poor Metabolizer and activity score = 0.0 for CYP2D6 and Normal Metabolizer for CYP2C19 with regards to taking clomipramine? Give a 2-3 sentence summary.	Avoid clomipramine use. If a clomipramine is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking clomipramine as normal. There is no recommendation.', 'Take clomipramine with a reduced dose.', 'Take clomipramine with an increased dose.']	Avoid clomipramine. Take an alternate therapy.	For individuals who are identified as poor metabolizers (PM) for CYP2D6 and have an activity score of 0.0, the metabolism of clomipramine is likely to be significantly impaired. Clomipramine is primarily metabolized by CYP2D6, and poor metabolism through this pathway can lead to increased plasma levels of the drug, potentially causing enhanced side effects and toxicity. Clinical guidance would likely include considering alternative medications not predominantly metabolized by CYP2D6, or substantially reducing the dose of clomipramine while closely monitoring for adverse effects if no suitable alternatives are available.	0.042351834	0.29087296	0.1574903	-0.16253191	0.31847242	0.031422354	-0.19074444472789764	0.4177272319793701	0.03907712176442146	0.690585132123522	0.6206342520200332	0.6161354688365152	0.59237415	0.52544314	0.49481916	0.65215033	0.6739295	0.6603631	0.5569791	0.60973585	0.5511855	0.5601645	0.66955954	0.62688607	1
clopidogrel	CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2C19 with regards to taking clopidogrel? Give a 2-3 sentence summary.	No recommendation	['Avoid clopidogrel. Take an alternate therapy.', 'Take clopidogrel with a reduced dose.', 'Take clopidogrel with an increased dose.']	Proceed taking clopidogrel as normal. There is no recommendation.	For an individual identified as an ultrarapid metabolizer of CYP2C19, the clinical guidance regarding the use of clopidogrel might require careful consideration. Due to their increased metabolic rate, ultrarapid metabolizers can more rapidly convert clopidogrel into its active form, potentially leading to higher plasma levels of the active drug, which could increase the risk of bleeding. Therefore, clinicians might consider adjusting the dose of clopidogrel or opting for an alternative antiplatelet therapy to manage the risk while achieving the desired therapeutic effects.	-0.584835	-0.3100612	-0.47191608	-0.14064945	0.03871719	-0.05463756	-0.1007767841219902	0.4024512469768524	0.09430528432130814	0.19853935574082074	0.5432840739472774	0.6479143613472479	0.10931687	0.533771	0.5964446	0.11785599	0.59871256	0.6481672	-0.0018491094	0.57569534	0.60295004	0.2464849	0.54338783	0.63444066	0
clopidogrel	CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2C19 with regards to taking clopidogrel? Give a 2-3 sentence summary.	No recommendation	['Avoid clopidogrel. Take an alternate therapy.', 'Take clopidogrel with a reduced dose.', 'Take clopidogrel with an increased dose.']	Proceed taking clopidogrel as normal. There is no recommendation.	For an individual identified as an ultrarapid metabolizer of CYP2C19, the clinical guidance regarding the use of clopidogrel might require careful consideration. Due to their increased metabolic rate, ultrarapid metabolizers can more rapidly convert clopidogrel into its active form, potentially leading to higher plasma levels of the active drug, which could increase the risk of bleeding. Therefore, clinicians might consider adjusting the dose of clopidogrel or opting for an alternative antiplatelet therapy to manage the risk while achieving the desired therapeutic effects.	-0.584835	-0.3100612	-0.47191608	-0.14064951	0.03871719	-0.05463756	-0.1007767841219902	0.4024512469768524	0.09430528432130814	0.19853935574082074	0.5432840739472774	0.6479143613472479	0.10931687	0.533771	0.5964446	0.11785599	0.59871256	0.6481672	-0.0018491094	0.57569534	0.60295004	0.2464849	0.54338783	0.63444066	0
clopidogrel	CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2C19 with regards to taking clopidogrel? Give a 2-3 sentence summary.	If considering clopidogrel, use at standard dose (75 mg/day)	['Avoid clopidogrel. Take an alternate therapy.', 'Take clopidogrel with a reduced dose.', 'Take clopidogrel with an increased dose.']	Proceed taking clopidogrel as normal. There is no recommendation.	For an individual identified as an ultrarapid metabolizer of CYP2C19, the clinical guidance regarding the use of clopidogrel might require careful consideration. Due to their increased metabolic rate, ultrarapid metabolizers can more rapidly convert clopidogrel into its active form, potentially leading to higher plasma levels of the active drug, which could increase the risk of bleeding. Therefore, clinicians might consider adjusting the dose of clopidogrel or opting for an alternative antiplatelet therapy to manage the risk while achieving the desired therapeutic effects.	-0.073871724	0.19678111	0.049063075	-0.14064945	0.03871719	-0.05463756	-0.1007767841219902	0.4024512469768524	0.09430528432130814	0.6231356900053536	0.5432840739472774	0.6479143613472479	0.5786258	0.533771	0.5964446	0.54976726	0.59871256	0.6481672	0.59898347	0.57569534	0.60295004	0.54368407	0.54338783	0.63444066	0
clopidogrel	CYP2C19	What would be the clinical guidance for someone who is Normal Metabolizer for CYP2C19 with regards to taking clopidogrel? Give a 2-3 sentence summary.	If considering clopidogrel, use at standard dose (75 mg/day)	['Avoid clopidogrel. Take an alternate therapy.', 'Take clopidogrel with a reduced dose.', 'Take clopidogrel with an increased dose.']	Proceed taking clopidogrel as normal. There is no recommendation.	Individuals who are normal metabolizers of CYP2C19 process clopidogrel effectively into its active form, thus typically experiencing the intended therapeutic effects when given standard doses. For these patients, standard dosing regimens of clopidogrel are generally appropriate and effective for preventing cardiovascular events such as strokes or heart attacks. No specific adjustments in clopidogrel dosing are recommended for normal metabolizers based on CYP2C19 activity.	-0.052916843	0.17227596	0.052244615	-0.07364748	0.20872372	0.053788375	-0.13285472989082336	0.3546059727668762	0.062449946999549866	0.6440021735070841	0.6387099172210803	0.5952982551066732	0.6850921	0.56117743	0.59492236	0.6458421	0.6545829	0.6550624	0.7007876	0.64115155	0.6267806	0.68138003	0.6226417	0.5514265	1
codeine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥3.75 for CYP2D6 with regards to taking codeine? Give a 2-3 sentence summary.	Avoid codeine use because of potential for serious toxicity. If opioid use is warranted, consider a non-tramadol opioid.	['Proceed taking codeine as normal. There is no recommendation.', 'Take codeine with a reduced dose.', 'Take codeine with an increased dose.']	Avoid codeine. Take an alternate therapy.	For individuals identified as ultrarapid metabolizers (UM) of CYP2D6, with an activity score of ≥3.75, clinical guidance generally recommends avoiding codeine. This recommendation stems from the increased activity of CYP2D6 in ultrarapid metabolizers, which significantly enhances the conversion of codeine to morphine, potentially leading to higher serum morphine levels. As a result, the risk for opioid toxicity, including respiratory depression, is substantially elevated, making alternative medications that do not require CYP2D6 metabolism for efficacy a safer choice.	-0.092731714	0.20567025	0.040531654	-0.23391356	0.25986102	-0.039194	-0.2667906880378723	0.2512989044189453	-0.06669611483812332	0.6193524487725168	0.561763091967707	0.562977253035525	0.67046005	0.53444344	0.6174133	0.60707784	0.49500296	0.5283152	0.65312994	0.58396405	0.56139386	0.6521067	0.6525789	0.58661664	1
codeine	CYP2D6	What would be the clinical guidance for someone who is Poor Metabolizer and activity score = 0.0 for CYP2D6 with regards to taking codeine? Give a 2-3 sentence summary.	Avoid codeine use because of possibility of diminished analgesia. If opioid use is warranted, consider a non-tramadol opioid.	['Proceed taking codeine as normal. There is no recommendation.', 'Take codeine with a reduced dose.', 'Take codeine with an increased dose.']	Avoid codeine. Take an alternate therapy.	For an individual identified as a CYP2D6 poor metabolizer with an activity score of 0.0, it is recommended to avoid using codeine for pain management. This is because CYP2D6 is crucial for the metabolic activation of codeine into its active form, morphine, which provides the analgesic effect. Poor metabolizers, such as this individual, have significantly reduced or absent enzyme activity leading to inadequate pain control and potential accumulation of unmetabolized codeine, increasing the risk of side effects without providing effective analgesia. Alternative medications that do not require CYP2D6 activation should be considered.	-0.08651472	0.22599012	0.052092463	-0.22885801	0.34189856	-0.011774902	-0.29056793451309204	0.24845018982887268	-0.08600995689630508	0.5941086926975632	0.5549619426870367	0.546521338423399	0.718798	0.56108487	0.63206756	0.6570825	0.5532929	0.54002875	0.64451295	0.55052584	0.5259558	0.6176717	0.5918241	0.56627196	1
codeine	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.25 for CYP2D6 with regards to taking codeine? Give a 2-3 sentence summary.	Use codeine label recommended age- or weight-specific dosing.	['Avoid codeine. Take an alternate therapy.', 'Take codeine with a reduced dose.', 'Take codeine with an increased dose.']	Proceed taking codeine as normal. There is no recommendation.	Individuals with a CYP2D62 Normal Metabolizer status and activity score of 1.25 generally have typical CYP2D6 enzyme function. For these patients, codeine is expected to be metabolized normally into its active metabolite, morphine, which is primarily responsible for its analgesic effects. However, dosing should be started within recommended guidelines, and patient response and adverse effects should be carefully monitored to ensure efficacy and safety.	-0.11043346	0.23194624	0.03866491	-0.2107583	-0.009785124	-0.11632921	-0.19516333937644958	0.3283892273902893	0.010239376686513424	0.46742392507131575	0.5064123050304592	0.496803596216909	0.4474077	0.48649752	0.47069982	0.49971664	0.5942923	0.56533647	0.5481381	0.54135376	0.53612095	0.5157911	0.61381793	0.54250467	0
codeine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥5.0 for CYP2D6 with regards to taking codeine? Give a 2-3 sentence summary.	Avoid codeine use because of potential for serious toxicity. If opioid use is warranted, consider a non-tramadol opioid.	['Proceed taking codeine as normal. There is no recommendation.', 'Take codeine with a reduced dose.', 'Take codeine with an increased dose.']	Avoid codeine. Take an alternate therapy.	Individuals identified as ultrarapid metabolizers for the CYP2D6 enzyme (with an activity score of ≥5.0) generally convert codeine into morphine more rapidly and extensively than those with normal metabolism. This increased conversion can lead to significantly higher and potentially toxic levels of morphine in the body. Therefore, clinical guidance typically recommends avoiding the use of codeine in these individuals due to the heightened risk of serious side effects, including respiratory depression and overdose. Alternative pain management strategies devoid of similar metabolic concerns should be considered for these patients.	-0.00517103	0.26427868	0.117941976	-0.17887487	0.36186495	0.032386634	-0.19301965832710266	0.2982572317123413	0.002820947440341115	0.6056577436028816	0.5452465611125938	0.5789781972268087	0.59801096	0.4576932	0.49800333	0.66253376	0.5375405	0.53627014	0.6510584	0.57531875	0.5306311	0.64488304	0.64971703	0.62532514	1
dapsone	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking dapsone? Give a 2-3 sentence summary.	Avoid use	['Proceed taking dapsone as normal. There is no recommendation.', 'Take dapsone with a reduced dose.', 'Take dapsone with an increased dose.']	Avoid dapsone. Take an alternate therapy.	For individuals with Glucose-6-phosphate dehydrogenase (G6PD) deficiency, caution is advised when prescribing dapsone due to the risk of hemolysis. G6PD deficiency, a genetic disorder that results in a reduced ability to protect red blood cells from oxidative stress, can be exacerbated by dapsone, which is an oxidizing agent. It is crucial to determine G6pd status before initiating treatment with dapsone and to closely monitor hemolytic symptoms if treatment is deemed necessary, potentially adjusting the dose or choosing alternative therapies.	-0.41736647	-0.17530075	-0.31004417	-0.13606554	0.3049152	0.04609637	-0.1933021992444992	0.29059305787086487	-0.0009093447588384151	0.2120668981037598	0.6006016013130347	0.6141689988074098	0.2834874	0.51643336	0.5363474	0.14132427	0.58425343	0.5820397	0.15076318	0.43845755	0.42399222	0.38717014	0.53712887	0.5464457	0
dapsone	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking dapsone? Give a 2-3 sentence summary.	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	['Avoid dapsone. Take an alternate therapy.', 'Take dapsone with a reduced dose.', 'Take dapsone with an increased dose.']	Proceed taking dapsone as normal. There is no recommendation.	For individuals who are indeterminate for glucose-6-phosphate dehydrogenase (G6PD) deficiency and are considering taking dapsone, clinical guidance typically involves careful consideration due to the risk of hemolytic anemia. It is advisable to perform a confirmatory G6PD test to determine the enzyme's activity level before initiating dapsone therapy. If G6PD deficiency is confirmed, alternative medications should be considered, and if dapsone must be used, close monitoring for signs of hemolysis is recommended.	0.03810604	0.23301092	0.1311574	-0.18752746	0.01949003	-0.09052522	-0.16937291622161865	0.21467269957065582	-0.007094339467585087	0.6653665930192797	0.6088281600628568	0.6084111317438976	0.6629409	0.55469286	0.4867067	0.68934953	0.6156112	0.5802136	0.67507833	0.44191563	0.43651173	0.62683094	0.50298244	0.56073093	0
dapsone	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking dapsone? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid dapsone. Take an alternate therapy.', 'Take dapsone with a reduced dose.', 'Take dapsone with an increased dose.']	Proceed taking dapsone as normal. There is no recommendation.	Individuals who have a normal glucose-6-phosphate dehydrogenase (G6PD) status typically face a lower risk of hemolytic anemia when taking drugs such as dapsone compared to those with G6PD deficiency. For such individuals, dapsone can be prescribed following standard dosing guidelines without the specific need for the adjustments required for G6PD-deficient patients. However, it is still advisable to monitor for symptoms of hemolysis as a precautionary measure, as susceptibility can vary based on other factors.	-0.21626702	0.07925891	-0.08597794	-0.21655314	0.086001426	-0.083735734	-0.20055800676345825	0.30621472001075745	-0.008375213481485844	0.6533471717248868	0.5615124247510078	0.5515734143608777	0.49581227	0.56496125	0.5096753	0.41599596	0.6262497	0.62091684	0.42824057	0.42642695	0.38070205	0.50639784	0.4956961	0.44903225	1
dapsone	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking dapsone? Give a 2-3 sentence summary.	Avoid use	['Proceed taking dapsone as normal. There is no recommendation.', 'Take dapsone with a reduced dose.', 'Take dapsone with an increased dose.']	Avoid dapsone. Take an alternate therapy.	Individuals deficient in glucose-6-phosphate dehydrogenase (G6PD) may experience hemolytic anemia when exposed to certain oxidative drugs, including dapsone. Clinical guidance generally recommends avoiding dapsone in G6PD-deficient individuals due to the high risk of hemolysis. If dapsone treatment is considered essential, close monitoring for signs of hemolysis should be implemented, and alternative therapies should be considered if feasible.	-0.40036738	0.07680868	-0.21962796	-0.11003414	0.37036315	0.08571438	-0.18965424597263336	0.1932547241449356	-0.028312833979725838	0.2122409401513528	0.5862439558092121	0.5640062481271811	0.280376	0.55411106	0.5858658	0.1202996	0.5926043	0.5779209	0.16710873	0.45789593	0.4344429	0.41478208	0.6298038	0.5796366	0
desflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is Uncertain Susceptibility for RYR1 and No Result for CACNA1S with regards to taking desflurane? Give a 2-3 sentence summary.	No CACNA1S genotype is available. Based on RYR1 status, clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants.	['Avoid desflurane. Take an alternate therapy.', 'Take desflurane with a reduced dose.', 'Take desflurane with an increased dose.']	Proceed taking desflurane as normal. There is no recommendation.	Individuals with uncertain susceptibility for RYR1 and no result for CACNA1S genes may still be at potential risk for malignant hyperthermia when exposed to certain anesthetic agents, including desflurane. Clinical guidelines suggest using caution and considering alternative anesthesia options that do not trigger malignant hyperthermia. Pre-operative screening and consultation with an anesthesiologist with expertise in malignant hyperthermia are recommended to tailor anesthesia plans appropriately and ensure patient safety.	0.072829954	0.20548663	0.13897367	-0.16796501	0.07487938	-0.056728844	-0.12253271788358688	0.36559411883354187	0.07167551666498184	0.6541174381333764	0.507781694158003	0.49429296007340817	0.67804587	0.476017	0.52126956	0.645649	0.4421624	0.5012828	0.49824956	0.41700488	0.44667435	0.66251326	0.5444942	0.54754436	1
desflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is Malignant Hyperthermia Susceptibility for RYR1 and No Result for CACNA1S with regards to taking desflurane? Give a 2-3 sentence summary.	Based on RYR1 status, halogenated volatile anesthetics or the depolarizing muscle relaxant succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS.	['Proceed taking desflurane as normal. There is no recommendation.', 'Take desflurane with a reduced dose.', 'Take desflurane with an increased dose.']	Avoid desflurane. Take an alternate therapy.	Individuals with a susceptibility to Malignant Hyperthermia (MH) due to mutations in the RYR1 gene should avoid exposure to desflurane, as it is one of the triggering agents for MH episodes. MH susceptibility indicates a heightened risk of a severe reaction characterized by rapid increase in body temperature and severe muscle contractions when exposed to certain anesthetics like desflurane. It is crucial for healthcare providers to be aware of this genetic predisposition and to use alternative, non-triggering anesthesia agents to prevent this potentially life-threatening condition.	0.14093392	0.21396765	0.17968045	-0.16559103	0.3835257	0.04878999	-0.2317090481519699	0.24636821448802948	-0.04158153757452965	0.7408201347591987	0.48804757410689764	0.46066947473266123	0.78218627	0.54951596	0.53595454	0.76052344	0.52393425	0.4484567	0.76719236	0.4980146	0.45472896	0.6936426	0.5351898	0.5200971	1
desflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is Malignant Hyperthermia Susceptibility for RYR1 and Uncertain Susceptibility for CACNA1S with regards to taking desflurane? Give a 2-3 sentence summary.	Halogenated volatile anesthetics or the depolarizing muscle relaxant succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS.	['Proceed taking desflurane as normal. There is no recommendation.', 'Take desflurane with a reduced dose.', 'Take desflurane with an increased dose.']	Avoid desflurane. Take an alternate therapy.	For patients with confirmed susceptibility to malignant hyperthermia (MH) due to variants in the RYR1 gene, the use of any volatile anesthetic agents, including desflurane, is contraindicated due to the risk of triggering a potentially life-threatening MH crisis. Although the CACNA1S gene status is noted as uncertain for susceptibility, the presence of a pathogenic variant in RYR1 alone is sufficient to warrant the avoidance of desflurane. Alternative anesthesia strategies that do not involve the use of volatile anesthetic agents or succinylcholine should be employed for individuals with MH susceptibility.	0.15921037	0.29057553	0.2246712	-0.16663323	0.27231863	0.013855125	-0.20079514384269714	0.20675678551197052	-0.048811376094818115	0.7364918694307898	0.5379826726455281	0.5071406164705035	0.7727683	0.5175687	0.4763175	0.7949699	0.46306202	0.41286755	0.7912571	0.44999707	0.4097645	0.7456437	0.53102267	0.5217425	1
desflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is No Result for RYR1 and Uncertain Susceptibility for CACNA1S with regards to taking desflurane? Give a 2-3 sentence summary.	No RYR1 genotype is available. Based on CACNA1S status, clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants.	['Avoid desflurane. Take an alternate therapy.', 'Take desflurane with a reduced dose.', 'Take desflurane with an increased dose.']	Proceed taking desflurane as normal. There is no recommendation.	"For individuals with a ""No Result"" status for the RYR1 gene and ""Uncertain Susceptibility"" for the CACNA1S gene, clinical guidance for the administration of desflurane, an inhalational anesthetic, should be approached with caution. Due to these genetic variants, such patients may have a potentially increased risk of malignant hyperthermia, a rare but life-threatening reaction to certain anesthesia drugs. It is advisable to have a thorough discussion of alternative anesthesia options with the healthcare provider and consider additional genetic testing or consultation with a specialist in pharmacogenomics or anesthesia."	0.110305764	0.27385697	0.19002774	-0.18963124	0.08925705	-0.06500734	-0.14313861727714539	0.38851243257522583	0.04783504828810692	0.7311597614761624	0.5716734675513703	0.5814475331297642	0.7640445	0.45321155	0.4681446	0.78864765	0.4676527	0.49972403	0.6781578	0.4714537	0.49061328	0.738477	0.5982797	0.5790218	0
desipramine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥3.5 for CYP2D6 with regards to taking desipramine? Give a 2-3 sentence summary.	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking desipramine as normal. There is no recommendation.', 'Take desipramine with a reduced dose.', 'Take desipramine with an increased dose.']	Avoid desipramine. Take an alternate therapy.	Individuals identified as ultrarapid metabolizers (UM) for CYP2D6 with an activity score of ≥3.5 may experience reduced efficacy of desipramine due to faster metabolism of the drug. For such individuals, clinicians might consider using an alternative antidepressant that is not primarily metabolized by CYP2D6, or carefully monitoring the patient's response to desipramine and considering dose adjustments as necessary. It's important to conduct clinical assessments and possibly therapeutic drug monitoring to optimize treatment outcomes for these patients.	0.18553819	0.23782092	0.21430856	-0.14972976	0.33043984	0.04446621	-0.19260595738887787	0.3567334711551666	0.02045208401978016	0.6291073153209801	0.6047922191715115	0.6241286266578957	0.6396476	0.5845931	0.53806025	0.5721343	0.563401	0.57186747	0.5761247	0.566184	0.5188314	0.61179304	0.5773859	0.57501155	1
desipramine	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.75 for CYP2D6 with regards to taking desipramine? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose	['Avoid desipramine. Take an alternate therapy.', 'Take desipramine with a reduced dose.', 'Take desipramine with an increased dose.']	Proceed taking desipramine as normal. There is no recommendation.	For an individual identified as a CYP2D6 Normal Metabolizer with an activity score of 1.75, typical dosing recommendations for desipramine can be followed. This is because Normal Metabolizers are expected to metabolize desipramine at a normal rate, leading to average plasma levels of the drug. Therefore, standard clinical dosages and monitoring should be appropriate, without the need for initial dose adjustments based on CYP2D6 activity.	-0.15806514	0.19359966	-0.0066509126	-0.14586626	0.14457716	-0.016314743	-0.17033380270004272	0.36051756143569946	0.038428448140621185	0.47453265967035485	0.690323213052971	0.6130486960398129	0.39984313	0.4878162	0.43185252	0.3814844	0.5945556	0.5355636	0.37856853	0.59230727	0.56223005	0.4089469	0.5712588	0.46809223	1
desipramine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = 2.75 for CYP2D6 with regards to taking desipramine? Give a 2-3 sentence summary.	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking desipramine as normal. There is no recommendation.', 'Take desipramine with a reduced dose.', 'Take desipramine with an increased dose.']	Avoid desipramine. Take an alternate therapy.	Individuals identified as Ultrarapid Metabolizers for CYP2D6 with an activity score of 2.75 are likely to metabolize desipramine much faster than normal. This rapid metabolism can result in subtherapeutic plasma concentrations of the drug, potentially leading to reduced efficacy. As a result, clinical guidance typically suggests considering alternative medications that are not predominantly metabolized by CYP2D6 or, if desipramine is used, close monitoring and possibly higher doses might be necessary, under careful medical supervision to avoid toxicity from variable or high peak concentrations.	0.13397965	0.19563855	0.16738912	-0.20101525	0.2634675	-0.013733699	-0.21488897502422333	0.30756399035453796	-0.011686905287206173	0.6051376783167843	0.5879160806228635	0.610036340778017	0.6605497	0.5669812	0.53666574	0.6516694	0.5728633	0.58231217	0.61586076	0.55347884	0.5148377	0.56706256	0.5680679	0.56955254	1
desipramine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥6.0 for CYP2D6 with regards to taking desipramine? Give a 2-3 sentence summary.	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking desipramine as normal. There is no recommendation.', 'Take desipramine with a reduced dose.', 'Take desipramine with an increased dose.']	Avoid desipramine. Take an alternate therapy.	Individuals identified as ultrarapid metabolizers (UMs) for CYP2D6 with an activity score of ≥6.0 may experience significantly reduced plasma concentrations and efficacy of desipramine due to enhanced metabolic clearance. Clinical guidance typically suggests the consideration of alternative medications that are not predominantly metabolized by CYP2D6, to avoid subtherapeutic effects. If desipramine is used, higher doses may be required, but careful monitoring is necessary to manage the risk of dose-related side effects and toxicity, especially if CYP2D1 activity changes due to drug interactions or other factors.	0.17988253	0.24758902	0.21599635	-0.19645558	0.28578144	-0.0035189025	-0.20570892095565796	0.348608136177063	0.003815339645370841	0.6250082278673422	0.6079501215604002	0.6258388115222041	0.67717195	0.57407224	0.55666775	0.6611199	0.54767364	0.55378675	0.59231347	0.56022686	0.51234	0.60059416	0.61061937	0.60389745	1
