drug	genes	mode	question	answer	llm_answer	llm_genes	precision	recall
paromomycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for paromomycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	SLCO1B1	['SLCO1B1']	0.0	0.0
paroxetine	CYP2D6	clinician	I want to give my patient paroxetine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP2C19; SLC6A4	['CYP2D6', 'CYP2C19', 'SLC6A4']	0.3333333333333333	1.0
paroxetine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for paroxetine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
peginterferon alfa-2a	IFNL4;IFNL3	clinician	I want to give my patient peginterferon alfa-2a. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	IFNL4;IFNL3	IFNL3; IFNL4; IL28B	['IFNL3', 'IFNL4', 'IL28B']	0.6666666666666666	1.0
peginterferon alfa-2a	IFNL4;IFNL3	researcher	What genes have actionable pharmacogenetic guidelines for peginterferon alfa-2a? Please respond with nothing but a list of gene symbols delimited by ';'.	IFNL4;IFNL3	IL28B; IFNL3; IFNL4	['IL28B', 'IFNL3', 'IFNL4']	0.6666666666666666	1.0
peginterferon alfa-2b	IFNL4;IFNL3	clinician	I want to give my patient peginterferon alfa-2b. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	IFNL4;IFNL3	IFNL3; IFNL4; IL28B; IL10; TYK2	['IFNL3', 'IFNL4', 'IL28B', 'IL10', 'TYK2']	0.4	1.0
peginterferon alfa-2b	IFNL4;IFNL3	researcher	What genes have actionable pharmacogenetic guidelines for peginterferon alfa-2b? Please respond with nothing but a list of gene symbols delimited by ';'.	IFNL4;IFNL3	IL28B; IFNL3; IFNL4	['IL28B', 'IFNL3', 'IFNL4']	0.6666666666666666	1.0
pegloticase	G6PD	clinician	I want to give my patient pegloticase. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	GLT1; G6PD;	['GLT1', 'G6PD', '']	0.3333333333333333	1.0
pegloticase	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for pegloticase? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;	['G6PD', '']	0.5	1.0
phenytoin	CYP2C9;HLA-B	clinician	I want to give my patient phenytoin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;HLA-B	CYP2C9; CYP2C19	['CYP2C9', 'CYP2C19']	0.5	0.5
phenytoin	CYP2C9;HLA-B	researcher	What genes have actionable pharmacogenetic guidelines for phenytoin? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;HLA-B	CYP2C9; CYP2C19; HLA-B.	['CYP2C9', 'CYP2C19', 'HLA-B.']	0.3333333333333333	0.5
piroxicam	CYP2C9	clinician	I want to give my patient piroxicam. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9; CYP2C8	['CYP2C9', 'CYP2C8']	0.5	1.0
piroxicam	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for piroxicam? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;	['CYP2C9', '']	0.5	1.0
pitavastatin	SLCO1B1	clinician	I want to give my patient pitavastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1; ABCG2	['SLCO1B1', 'ABCG2']	0.5	1.0
pitavastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for pitavastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1;	['SLCO1B1', '']	0.5	1.0
pitolisant	CYP2D6	clinician	I want to give my patient pitolisant. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP3A4; CYP1A2; HTR2A.	['CYP2D6', 'CYP3A4', 'CYP1A2', 'HTR2A.']	0.25	1.0
pitolisant	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for pitolisant? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP3A4	['CYP2D6', 'CYP3A4']	0.5	1.0
plazomicin	MT-RNR1	clinician	I want to give my patient plazomicin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	There is no established pharmacogenetic marker for plazomicin. However, since plazomicin is an aminoglycoside, genes involved in aminoglycoside pharmacokinetics and toxicity may be relevant. Here is a list of gene symbols that may be considered:    SLC22A2; OCT2; MATE1; MATE2-K	['There is no established pharmacogenetic marker for plazomicin. However, since plazomicin is an aminoglycoside, genes involved in aminoglycoside pharmacokinetics and toxicity may be relevant. Here is a list of gene symbols that may be considered:    SLC22A2', 'OCT2', 'MATE1', 'MATE2-K']	0.0	0.0
plazomicin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for plazomicin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	Here is the list of genes with actionable pharmacogenetic guidelines for plazomicin:    rmtB; armA	['Here is the list of genes with actionable pharmacogenetic guidelines for plazomicin:    rmtB', 'armA']	0.0	0.0
pravastatin	SLCO1B1	clinician	I want to give my patient pravastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1; ABCB1	['SLCO1B1', 'ABCB1']	0.5	1.0
pravastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for pravastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1;<|start_header_id|><|start_header_id|>assistant<|end_header_id|>    SLCO1B1.	['SLCO1B1', '<|start_header_id|><|start_header_id|>assistant<|end_header_id|>    SLCO1B1.']	0.5	1.0
primaquine	G6PD	clinician	I want to give my patient primaquine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD; CYP2D6; CYP2C19	['G6PD', 'CYP2D6', 'CYP2C19']	0.3333333333333333	1.0
primaquine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for primaquine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;	['G6PD', '']	0.5	1.0
rasburicase	G6PD	clinician	I want to give my patient rasburicase. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;	['G6PD', '']	0.5	1.0
rasburicase	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for rasburicase? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;	['G6PD', '']	0.5	1.0
ribostamycin	MT-RNR1	clinician	I want to give my patient ribostamycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	There is no pharmacogenetic data available for ribostamycin. However, since ribostamycin is an aminoglycoside antibiotic, I can provide you with genes associated with aminoglycoside pharmacogenomics:    MT-RNR1;	['There is no pharmacogenetic data available for ribostamycin. However, since ribostamycin is an aminoglycoside antibiotic, I can provide you with genes associated with aminoglycoside pharmacogenomics:    MT-RNR1', '']	0.0	0.0
ribostamycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for ribostamycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	There are no genes with actionable pharmacogenetic guidelines for ribostamycin. Ribostamycin is not a commonly used medication and does not have established pharmacogenetic guidelines.	['There are no genes with actionable pharmacogenetic guidelines for ribostamycin. Ribostamycin is not a commonly used medication and does not have established pharmacogenetic guidelines.']	0.0	0.0
rosuvastatin	SLCO1B1;ABCG2	clinician	I want to give my patient rosuvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1;ABCG2	SLCO1B1; ABCG2	['SLCO1B1', 'ABCG2']	1.0	1.0
rosuvastatin	SLCO1B1;ABCG2	researcher	What genes have actionable pharmacogenetic guidelines for rosuvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1;ABCG2	SLCO1B1;APOE	['SLCO1B1', 'APOE']	0.5	0.5
sertraline	CYP2C19	clinician	I want to give my patient sertraline. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	SLC6A4; CYP2C19; CYP2D6; CYP3A4	['SLC6A4', 'CYP2C19', 'CYP2D6', 'CYP3A4']	0.25	1.0
sertraline	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for sertraline? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP2B6; SLCO1B1; HTR2A.	['CYP2C19', 'CYP2B6', 'SLCO1B1', 'HTR2A.']	0.25	1.0
sevoflurane	RYR1;CACNA1S	clinician	I want to give my patient sevoflurane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	CYP2E1; RYR1	['CYP2E1', 'RYR1']	0.5	0.5
sevoflurane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for sevoflurane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	Here is the list of genes with actionable pharmacogenetic guidelines for sevoflurane:    RYR1;	['Here is the list of genes with actionable pharmacogenetic guidelines for sevoflurane:    RYR1', '']	0.0	0.0
simvastatin	SLCO1B1	clinician	I want to give my patient simvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1; ABCG2; CYP3A4; CYP3A5	['SLCO1B1', 'ABCG2', 'CYP3A4', 'CYP3A5']	0.25	1.0
simvastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for simvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1;APOE	['SLCO1B1', 'APOE']	0.5	1.0
siponimod	CYP2C9	clinician	I want to give my patient siponimod. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9; CYP3A4; CYP3A5	['CYP2C9', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
siponimod	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for siponimod? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9; CYP3A4; CYP3A5	['CYP2C9', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
streptomycin	MT-RNR1	clinician	I want to give my patient streptomycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	SLC22A1; NAT2	['SLC22A1', 'NAT2']	0.0	0.0
streptomycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for streptomycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	SLCO1B1;	['SLCO1B1', '']	0.0	0.0
succinylcholine	RYR1;CACNA1S	clinician	I want to give my patient succinylcholine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	BCHE; RYR1	['BCHE', 'RYR1']	0.5	0.5
succinylcholine	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for succinylcholine? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	BCHE;	['BCHE', '']	0.0	0.0
tacrolimus	CYP3A5	clinician	I want to give my patient tacrolimus. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP3A5	CYP3A4; CYP3A5; ABCB1	['CYP3A4', 'CYP3A5', 'ABCB1']	0.3333333333333333	1.0
tacrolimus	CYP3A5	researcher	What genes have actionable pharmacogenetic guidelines for tacrolimus? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP3A5	CYP3A4; CYP3A5; POR	['CYP3A4', 'CYP3A5', 'POR']	0.3333333333333333	1.0
tafenoquine	G6PD	clinician	I want to give my patient tafenoquine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD; CYP2D6	['G6PD', 'CYP2D6']	0.5	1.0
tafenoquine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for tafenoquine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;	['G6PD', '']	0.5	1.0
tamoxifen	CYP2D6	clinician	I want to give my patient tamoxifen. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP3A4; CYP3A5; SLC22A1; ABCB1	['CYP2D6', 'CYP3A4', 'CYP3A5', 'SLC22A1', 'ABCB1']	0.2	1.0
tamoxifen	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for tamoxifen? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP3A5; SLC22A1; ABCB1	['CYP2D6', 'CYP3A5', 'SLC22A1', 'ABCB1']	0.25	1.0
tenoxicam	CYP2C9	clinician	I want to give my patient tenoxicam. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9; CYP3A4; CYP3A5	['CYP2C9', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
tenoxicam	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for tenoxicam? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
thioguanine	NUDT15;TPMT	clinician	I want to give my patient thioguanine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	NUDT15;TPMT	TPMT; ITPA; NUDT15	['TPMT', 'ITPA', 'NUDT15']	0.6666666666666666	1.0
thioguanine	NUDT15;TPMT	researcher	What genes have actionable pharmacogenetic guidelines for thioguanine? Please respond with nothing but a list of gene symbols delimited by ';'.	NUDT15;TPMT	TPMT; NUDT15	['TPMT', 'NUDT15']	1.0	1.0
tobramycin	MT-RNR1	clinician	I want to give my patient tobramycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	GJB2;SLC26A4	['GJB2', 'SLC26A4']	0.0	0.0
tobramycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for tobramycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	Based on the latest evidence, here is the list of genes with actionable pharmacogenetic guidelines for tobramycin:    GJB2;     (Note: GJB2 is associated with aminoglycoside-induced ototoxicity, including tobramycin. However, it's essential to consult specific guidelines and recommendations from reputable sources, such as the Clinical Pharmacogenetics Implementation Consortium (CPIC) or the Pharmacogenomics Knowledgebase (PharmGKB), for the most up-to-date and accurate information.)	"['Based on the latest evidence, here is the list of genes with actionable pharmacogenetic guidelines for tobramycin:    GJB2', ""(Note: GJB2 is associated with aminoglycoside-induced ototoxicity, including tobramycin. However, it's essential to consult specific guidelines and recommendations from reputable sources, such as the Clinical Pharmacogenetics Implementation Consortium (CPIC) or the Pharmacogenomics Knowledgebase (PharmGKB), for the most up-to-date and accurate information.)""]"	0.0	0.0
toluidine blue	G6PD	clinician	I want to give my patient toluidine blue. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	NAT2; CYP2C19; CYP2D6	['NAT2', 'CYP2C19', 'CYP2D6']	0.0	0.0
toluidine blue	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for toluidine blue? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	There are no genes with actionable pharmacogenetic guidelines for toluidine blue.	['There are no genes with actionable pharmacogenetic guidelines for toluidine blue.']	0.0	0.0
tramadol	CYP2D6	clinician	I want to give my patient tramadol. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP3A4; OPRM1; COMT; ABCB1	['CYP2D6', 'CYP3A4', 'OPRM1', 'COMT', 'ABCB1']	0.2	1.0
tramadol	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for tramadol? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP3A4; OPRM1; COMT.	['CYP2D6', 'CYP3A4', 'OPRM1', 'COMT.']	0.25	1.0
tropisetron	CYP2D6	clinician	I want to give my patient tropisetron. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP3A4; ABCB1	['CYP2D6', 'CYP3A4', 'ABCB1']	0.3333333333333333	1.0
tropisetron	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for tropisetron? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP3A4	['CYP2D6', 'CYP3A4']	0.5	1.0
voriconazole	CYP2C19	clinician	I want to give my patient voriconazole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP3A4; CYP3A5	['CYP2C19', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
voriconazole	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for voriconazole? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP3A4; CYP3A5	['CYP2C19', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
vortioxetine	CYP2D6	clinician	I want to give my patient vortioxetine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP2C19; BDNF; HTR2A	['CYP2D6', 'CYP2C19', 'BDNF', 'HTR2A']	0.25	1.0
vortioxetine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for vortioxetine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
warfarin	CYP4F2;CYP2C9;VKORC1	clinician	I want to give my patient warfarin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP4F2;CYP2C9;VKORC1	VKORC1; CYP2C9	['VKORC1', 'CYP2C9']	1.0	0.6666666666666666
warfarin	CYP4F2;CYP2C9;VKORC1	researcher	What genes have actionable pharmacogenetic guidelines for warfarin? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP4F2;CYP2C9;VKORC1	VKORC1; CYP2C9	['VKORC1', 'CYP2C9']	1.0	0.6666666666666666
