drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	bert_score_precision_llm_vs_discordant	bert_score_recall_llm_vs_discordant	bert_score_f1_llm_vs_discordant	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_discordant	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_discordant	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_discordant	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_discordant	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_discordant	gpt4_llm_vs_ref
nitrofurantoin	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking nitrofurantoin? Give a 2-3 sentence summary.	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	['Avoid nitrofurantoin. Take an alternate therapy.', 'Take nitrofurantoin with a reduced dose.', 'Take nitrofurantoin with an increased dose.']	Proceed taking nitrofurantoin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with an indeterminate G6PD status should be treated as if they have G6PD deficiency, and therefore, nitrofurantoin should be used with caution or avoided due to the risk of hemolytic anemia. Close monitoring for signs of hemolysis is recommended if nitrofurantoin is prescribed. Alternative antibiotics should be considered, especially for long-term therapy or in patients with a history of hemolytic anemia.	0.07284115	0.3076645	0.18232667	-0.043650173	0.31119826	0.11174727	tensor(-0.0381)	tensor(0.4418)	tensor(0.1615)	0.5399951998241648	0.6248285556954332	0.31366361363325385	0.5300547	0.7027519	0.29920465	0.57379305	0.705754	0.2942435	0.52017474	0.5958499	0.1904601	0.5076217	0.5977761	0.39085028	0
nitrofurantoin	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking nitrofurantoin? Give a 2-3 sentence summary.	Avoid	['Proceed taking nitrofurantoin as normal. There is no recommendation.', 'Take nitrofurantoin with a reduced dose.', 'Take nitrofurantoin with an increased dose.']	Avoid nitrofurantoin. Take an alternate therapy.	According to clinical guidelines, individuals with Glucose-6-Phosphate Dehydrogenase (G6PD) deficiency, particularly those with Class I or II deficiency (including those with Class NSA or CNSHA), should avoid taking nitrofurantoin due to the increased risk of hemolytic anemia. This is because nitrofurantoin can trigger hemolysis in G6PD-deficient individuals, leading to severe anemia, especially in those with more severe deficiency. As a result, alternative antibiotics should be considered for these patients to minimize the risk of adverse reactions.	-0.36055708	0.023895748	-0.20267214	-0.08896521	0.42878416	0.12148035	tensor(-0.0954)	tensor(0.3600)	tensor(0.0812)	0.1737903798985356	0.6123440795396697	0.2718393448298181	0.314319	0.64074355	0.33953944	0.12869015	0.6476057	0.25064933	0.12640235	0.6004039	0.25303125	0.39525747	0.68403727	0.47564763	1
nitrofurantoin	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking nitrofurantoin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid nitrofurantoin. Take an alternate therapy.', 'Take nitrofurantoin with a reduced dose.', 'Take nitrofurantoin with an increased dose.']	Proceed taking nitrofurantoin as normal. There is no recommendation.	For individuals who are normal for G6PD (glucose-6-phosphate dehydrogenase), there are no specific contraindications or precautions for taking nitrofurantoin. Nitrofurantoin is not expected to cause hemolytic anemia in individuals with normal G6PD activity, and its use can be considered as per standard clinical guidelines. However, it is essential to monitor for signs of hemolysis, especially in patients with a history of anemia or other underlying hematological conditions.	-0.06348804	0.23270045	0.069490686	0.020301634	0.4536492	0.20531142	tensor(-0.0458)	tensor(0.3705)	tensor(0.1317)	0.5691072609055505	0.6656299691945728	0.2946334187916671	0.52561146	0.7115862	0.33706653	0.44296575	0.7043834	0.25741306	0.40641728	0.5506461	0.12421556	0.52795416	0.5883424	0.3926811	1
norfloxacin	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking norfloxacin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status at standard doses	['Avoid norfloxacin. Take an alternate therapy.', 'Take norfloxacin with a reduced dose.', 'Take norfloxacin with an increased dose.']	Proceed taking norfloxacin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with glucose-6-phosphate dehydrogenase (G6PD) deficiency should avoid taking norfloxacin, a quinolone antibiotic, due to the increased risk of hemolytic anemia. This is because norfloxacin can trigger hemolysis in G6PD-deficient individuals, leading to severe anemia and other complications. Instead, alternative antibiotics should be considered, and G6PD-deficient patients should be closely monitored for signs of hemolysis if norfloxacin is unavoidable.	-0.09574311	0.12798746	0.008254063	-0.07986724	0.26343128	0.07067039	tensor(-0.0759)	tensor(0.4174)	tensor(0.1271)	0.5903837208326359	0.5307696599614959	0.33625239138291	0.5906331	0.54297936	0.3017979	0.53557676	0.4510272	0.16326211	0.5110417	0.5351787	0.29386216	0.54152936	0.5904336	0.3911967	0
norfloxacin	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking norfloxacin? Give a 2-3 sentence summary.	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	['Avoid norfloxacin. Take an alternate therapy.', 'Take norfloxacin with a reduced dose.', 'Take norfloxacin with an increased dose.']	Proceed taking norfloxacin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with an indeterminate G6PD status should be treated as if they have a deficiency in G6PD enzyme activity. Therefore, it is recommended to avoid or use with caution medications that can cause hemolytic anemia in G6PD-deficient individuals, including norfloxacin. If norfloxacin must be used, close monitoring for signs of hemolysis is advised.	0.1082338	0.35106906	0.22121033	-0.036278404	0.31570777	0.118177	tensor(-0.0378)	tensor(0.4172)	tensor(0.1533)	0.6760224823076219	0.5113561551357393	0.26925276324496505	0.5911359	0.42565694	0.15225619	0.60984606	0.45790088	0.079886965	0.6115807	0.48279515	0.16424122	0.51262265	0.5612692	0.39753497	0
norfloxacin	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking norfloxacin? Give a 2-3 sentence summary.	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	['Avoid norfloxacin. Take an alternate therapy.', 'Take norfloxacin with a reduced dose.', 'Take norfloxacin with an increased dose.']	Proceed taking norfloxacin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are deficient in glucose-6-phosphate dehydrogenase (G6PD) with a Class I or II deficiency (including those with Class I Mediterranean or Class II African variants, collectively referred to as CNSHA) should avoid taking norfloxacin due to the increased risk of hemolytic anemia. This is because norfloxacin is a known trigger for hemolysis in G6PD-deficient individuals. Alternative antibiotic options should be considered to minimize the risk of adverse reactions.	-0.12395057	0.05800644	-0.037367173	-0.13638951	0.26921377	0.035265427	tensor(-0.1260)	tensor(0.4209)	tensor(0.0923)	0.4106186275537748	0.5463916275670534	0.398954814435786	0.4136155	0.5577132	0.49613303	0.41680208	0.49822235	0.37678492	0.46835575	0.519384	0.36633617	0.5067612	0.60859245	0.49247876	0
norfloxacin	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking norfloxacin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid norfloxacin. Take an alternate therapy.', 'Take norfloxacin with a reduced dose.', 'Take norfloxacin with an increased dose.']	Proceed taking norfloxacin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are normal for glucose-6-phosphate dehydrogenase (G6PD) can take norfloxacin without any specific precautions or dose adjustments. Norfloxacin is not expected to cause hemolytic anemia in individuals with normal G6PD activity. Therefore, no specific clinical guidance or monitoring is required for G6PD-normal individuals taking norfloxacin.	-0.073986456	0.18451607	0.044146165	-0.008628131	0.36779025	0.15529887	tensor(-0.0655)	tensor(0.3590)	tensor(0.1085)	0.6074976313303857	0.639062574429778	0.29465857614047125	0.44856715	0.619054	0.20621966	0.3959577	0.53401643	0.08644246	0.35224774	0.57850873	0.103041954	0.5027444	0.6093504	0.35793763	1
nortriptyline	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥3.75 for CYP2D6 with regards to taking nortriptyline? Give a 2-3 sentence summary.	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a tricyclic antidepressant is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking nortriptyline as normal. There is no recommendation.', 'Take nortriptyline with a reduced dose.', 'Take nortriptyline with an increased dose.']	Avoid nortriptyline. Take an alternate therapy.	For an individual who is an Ultrarapid Metabolizer (UM) of CYP2D6 with an activity score of ≥3.75, the clinical guidance for taking nortriptyline is to consider a reduced initial dose and titrate cautiously due to the increased risk of inadequate response or rapid metabolism. Close monitoring of therapeutic response and potential adverse effects is recommended, as UMs may require higher doses to achieve therapeutic levels. Additionally, alternative therapies that are not CYP2D6-dependent may be considered to minimize the risk of treatment failure.	0.15806699	0.23246989	0.19660525	-0.10321552	0.4174725	0.10765248	tensor(-0.1142)	tensor(0.4936)	tensor(0.1204)	0.6617464375080522	0.6344940798077816	0.5309204208738215	0.78315514	0.60055935	0.5505053	0.74116325	0.69252825	0.5560613	0.650839	0.5018438	0.49246567	0.67198443	0.6161942	0.555814	0
nortriptyline	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.75 for CYP2D6 with regards to taking nortriptyline? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose	['Avoid nortriptyline. Take an alternate therapy.', 'Take nortriptyline with a reduced dose.', 'Take nortriptyline with an increased dose.']	Proceed taking nortriptyline as normal. There is no recommendation.	Based on the pharmacogenomics data, a patient with a Normal Metabolizer status and a CYP2D6 activity score of 1.75 is expected to metabolize nortriptyline normally. Therefore, the clinical guidance suggests that standard dosing of nortriptyline can be initiated, with routine monitoring for efficacy and toxicity. No specific dosage adjustments are recommended based on this CYP2D6 genotype.	-0.16667493	0.10358458	-0.04488663	-0.027051423	0.30298936	0.11931464	tensor(-0.0347)	tensor(0.3545)	tensor(0.1334)	0.4639273939983532	0.6664532413312365	0.48023408111107846	0.43961635	0.57499355	0.4240283	0.346493	0.64846164	0.3588726	0.3613788	0.5491783	0.36522415	0.4512518	0.64617103	0.55969626	1
nortriptyline	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = 2.75 for CYP2D6 with regards to taking nortriptyline? Give a 2-3 sentence summary.	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a tricyclic antidepressant is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking nortriptyline as normal. There is no recommendation.', 'Take nortriptyline with a reduced dose.', 'Take nortriptyline with an increased dose.']	Avoid nortriptyline. Take an alternate therapy.	Based on the evidence, for an individual who is an Ultrarapid Metabolizer (UM) with a CYP2D6 activity score of 2.75, the clinical guidance for taking nortriptyline is to consider a lower initial dose and more frequent monitoring due to the increased risk of inadequate therapeutic response or reduced efficacy. This is because UMs may metabolize nortriptyline too quickly, resulting in subtherapeutic levels. A dose reduction of 25-50% may be necessary to achieve optimal response.	0.11224774	0.1912745	0.15305467	-0.087768786	0.33085132	0.08959538	tensor(-0.0746)	tensor(0.4304)	tensor(0.1322)	0.6232186451589142	0.6106574624551345	0.5309204208738215	0.72885865	0.5896715	0.5505053	0.6713428	0.64441144	0.5560613	0.6115334	0.51755863	0.49246567	0.6154408	0.60115033	0.555814	0
nortriptyline	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥4.0 for CYP2D6 with regards to taking nortriptyline? Give a 2-3 sentence summary.	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a tricyclic antidepressant is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking nortriptyline as normal. There is no recommendation.', 'Take nortriptyline with a reduced dose.', 'Take nortriptyline with an increased dose.']	Avoid nortriptyline. Take an alternate therapy.	For an individual who is an Ultrarapid Metabolizer (UM) of CYP2D6 with an activity score ≥ 4.0, the clinical guidance for taking nortriptyline would be to consider a lower initial dose and more frequent monitoring of plasma concentrations and clinical response. This is because UMs may experience reduced efficacy or shorter duration of action due to rapid metabolism of nortriptyline, which is primarily metabolized by CYP2D6. Close monitoring and dose adjustments may be necessary to achieve optimal therapeutic effects while minimizing the risk of adverse events.	0.17870115	0.23047508	0.2064334	-0.109020196	0.31245434	0.06880005	tensor(-0.1103)	tensor(0.4228)	tensor(0.1040)	0.640746772344781	0.6148378865943286	0.5309204208738215	0.7576265	0.5717254	0.5505053	0.7265732	0.6304531	0.5560613	0.6357227	0.49882597	0.49246567	0.6338333	0.6003954	0.555814	0
ofloxacin	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking ofloxacin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status at standard doses	['Avoid ofloxacin. Take an alternate therapy.', 'Take ofloxacin with a reduced dose.', 'Take ofloxacin with an increased dose.']	Proceed taking ofloxacin as normal. There is no recommendation.	According to clinical guidance, individuals with glucose-6-phosphate dehydrogenase (G6PD) deficiency should avoid taking ofloxacin, a fluoroquinolone antibiotic, due to the risk of hemolytic anemia. This is because ofloxacin has been reported to cause hemolysis in G6PD-deficient patients. Alternative antibiotics should be considered, and the patient's G6PD status should be taken into account when selecting antimicrobial therapy.	-0.033490155	0.20076618	0.075184025	-0.15088168	0.17726599	-0.0071118283	tensor(-0.1190)	tensor(0.3677)	tensor(0.0803)	0.5399236859792349	0.5331759336775569	0.3131991277529827	0.5793813	0.6306344	0.397889	0.5694727	0.61372805	0.27511027	0.5711801	0.49762115	0.28796577	0.50647515	0.56341976	0.357518	0
ofloxacin	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking ofloxacin? Give a 2-3 sentence summary.	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	['Avoid ofloxacin. Take an alternate therapy.', 'Take ofloxacin with a reduced dose.', 'Take ofloxacin with an increased dose.']	Proceed taking ofloxacin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with an indeterminate G6PD status should be managed similarly to those with a deficient G6PD status, due to the uncertainty of their enzyme activity. Therefore, it is recommended to avoid or use with caution medications that can cause hemolytic anemia, such as ofloxacin, in individuals with an indeterminate G6PD status. Alternative antibiotics should be considered to minimize the risk of hemolytic anemia.	0.111899756	0.33704996	0.21751666	-0.12463364	0.18118288	0.011236057	tensor(-0.1002)	tensor(0.3446)	tensor(0.0858)	0.6865868093437528	0.41131279703600315	0.23731217617803552	0.60739386	0.46920037	0.24203877	0.62876725	0.5545968	0.17011733	0.61670125	0.49128497	0.1809522	0.5669046	0.5246146	0.42305574	0
ofloxacin	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking ofloxacin? Give a 2-3 sentence summary.	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	['Avoid ofloxacin. Take an alternate therapy.', 'Take ofloxacin with a reduced dose.', 'Take ofloxacin with an increased dose.']	Proceed taking ofloxacin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are deficient in glucose-6-phosphate dehydrogenase (G6PD) and have a CNSHA (Class I, II, or III) variant are at increased risk of hemolytic anemia when taking ofloxacin, a quinolone antibiotic. The CPIC recommends that these individuals avoid ofloxacin or use it with caution, closely monitoring for signs of hemolysis. Alternative antibiotics should be considered whenever possible.	-0.10404498	0.1934288	0.028935606	-0.20231959	0.16385639	-0.04596235	tensor(-0.1787)	tensor(0.3654)	tensor(0.0364)	0.4387809157570375	0.5176678652206282	0.4219714816114772	0.46046707	0.41149884	0.5038507	0.44491118	0.574043	0.40975153	0.48998713	0.5329833	0.4176293	0.54384685	0.5477716	0.51761067	0
ofloxacin	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking ofloxacin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid ofloxacin. Take an alternate therapy.', 'Take ofloxacin with a reduced dose.', 'Take ofloxacin with an increased dose.']	Proceed taking ofloxacin as normal. There is no recommendation.	According to clinical guidelines, individuals who are normal for glucose-6-phosphate dehydrogenase (G6PD) can take ofloxacin without concerns related to G6PD deficiency. Ofloxacin is not expected to cause hemolytic anemia in individuals with normal G6PD activity. Therefore, no special precautions or dose adjustments are necessary for ofloxacin use in individuals with normal G6PD status.	0.02930804	0.22917017	0.123975076	-0.090780675	0.24188425	0.05564077	tensor(-0.1290)	tensor(0.2621)	tensor(0.0351)	0.5687405404894117	0.5992518838421933	0.2504531598232545	0.5021779	0.7112303	0.2995282	0.42523104	0.68978107	0.18758342	0.33051795	0.5078349	0.06641618	0.44021204	0.5680807	0.32797045	1
omeprazole	CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2C19 with regards to taking omeprazole? Give a 2-3 sentence summary.	Increase starting daily dose by 100%. Daily dose may be given in divided doses. Monitor for efficacy.	['Proceed taking omeprazole as normal. There is no recommendation.', 'Avoid omeprazole. Take an alternate therapy.']	Take omeprazole with an altered dose.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are ultrarapid metabolizers (UM) of CYP2C19 may require higher doses of omeprazole to achieve adequate therapeutic response, as they metabolize the drug more quickly. The CPIC recommends increasing the omeprazole dose by 2-4 folds in CYP2C19 UMs, and monitoring for efficacy and adverse effects. Additionally, alternative proton pump inhibitors that are not metabolized by CYP2C19, such as lansoprazole or pantoprazole, may be considered.	-0.15834379	0.2441362	0.0116773285	-0.12216392	0.30606374	0.057623114	tensor(-0.1044)	tensor(0.3126)	tensor(0.0720)	0.40233094552405574	0.6216585744746229	0.38031617462564243	0.48924902	0.58589983	0.47826907	0.3686587	0.53427327	0.531712	0.36650252	0.5207639	0.49863356	0.4023516	0.6381245	0.354102	0
omeprazole	CYP2C19	What would be the clinical guidance for someone who is Likely Poor Metabolizer for CYP2C19 with regards to taking omeprazole? Give a 2-3 sentence summary.	Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.	['Proceed taking omeprazole as normal. There is no recommendation.', 'Avoid omeprazole. Take an alternate therapy.']	Take omeprazole with an altered dose.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are likely poor metabolizers for CYP2C19 may require a dose reduction of omeprazole, as they may experience increased exposure to the drug and increased risk of adverse effects. Alternatively, consideration can be given to using a different proton pump inhibitor that is not metabolized by CYP2C19, such as pantoprazole or rabeprazole. Close monitoring for adverse effects and therapeutic response is recommended.	-0.092734866	0.098131835	-0.0022928803	-0.08588782	0.38549736	0.10948102	tensor(-0.0650)	tensor(0.4051)	tensor(0.1305)	0.3822409405202321	0.6278561047621942	0.4134758955960719	0.40620184	0.56915754	0.39692506	0.33509788	0.5401699	0.47483686	0.37503034	0.583255	0.45883602	0.4379551	0.6614775	0.3992009	0
omeprazole	CYP2C19	What would be the clinical guidance for someone who is Likely Intermediate Metabolizer for CYP2C19 with regards to taking omeprazole? Give a 2-3 sentence summary.	Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.	['Proceed taking omeprazole as normal. There is no recommendation.', 'Avoid omeprazole. Take an alternate therapy.']	Take omeprazole with an altered dose.	Based on the pharmacogenomics data, a person who is a Likely Intermediate Metabolizer for CYP2C19 may have reduced metabolism of omeprazole, which could lead to increased exposure to the drug. Clinical guidance suggests that these individuals may require closer monitoring for adverse effects, such as gastrointestinal side effects, and may benefit from a lower starting dose or slower dose titration to minimize the risk of toxicity. Additionally, alternative proton pump inhibitors that are not metabolized by CYP2C19, such as pantoprazole, may be considered.	-0.083226606	0.106746644	0.0068776216	-0.093521826	0.40064588	0.10912474	tensor(-0.0746)	tensor(0.3516)	tensor(0.1057)	0.39787843116691896	0.63965149626851	0.4134758955960719	0.29345688	0.5562097	0.39692506	0.28534606	0.52749187	0.47483686	0.3129748	0.49655172	0.45883602	0.47012842	0.6543694	0.3992009	0
omeprazole	CYP2C19	What would be the clinical guidance for someone who is Indeterminate for CYP2C19 with regards to taking omeprazole? Give a 2-3 sentence summary.	No recommendation	['Avoid omeprazole. Take an alternate therapy.', 'Take omeprazole with a reduced dose.', 'Take omeprazole with an increased dose.']	Proceed taking omeprazole as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with an indeterminate CYP2C19 genotype (e.g., *1/*xN or *2/*xN) are expected to have reduced CYP2C19 enzyme activity, but the impact on omeprazole metabolism is unclear. As a result, no specific dosage adjustment is recommended for omeprazole in these individuals, and standard dosing should be used. However, clinicians should be aware of the potential for reduced efficacy or increased risk of adverse effects and monitor the patient's response to therapy.	-0.30180973	0.03876055	-0.15676618	-0.12100527	0.26707953	0.04490396	tensor(-0.1275)	tensor(0.3422)	tensor(0.0660)	0.24967983642630112	0.5502681670985066	0.24972268204827422	0.08008443	0.41395125	0.21290499	0.05367505	0.5257848	0.106184766	-0.036241643	0.55141777	0.08981355	0.3346129	0.575008	0.49077046	0
ondansetron	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥6.0 for CYP2D6 with regards to taking ondansetron? Give a 2-3 sentence summary.	Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).	['Proceed taking ondansetron as normal. There is no recommendation.', 'Take ondansetron with a reduced dose.', 'Take ondansetron with an increased dose.']	Avoid ondansetron. Take an alternate therapy.	For an individual who is an ultrarapid metabolizer (UM) of CYP2D6 with an activity score ≥6.0, the clinical guidance for taking ondansetron is to exercise caution and consider alternative antiemetic agents. This is because ondansetron is primarily metabolized by CYP2D6, and UM individuals may rapidly metabolize the drug, leading to reduced efficacy and potentially increased risk of adverse effects. Close monitoring of response and potential dose adjustments may be necessary to ensure optimal treatment outcomes.	0.019471856	0.2548933	0.12893075	-0.0779179	0.37627533	0.11190362	tensor(-0.0974)	tensor(0.3801)	tensor(0.0989)	0.5334726057175226	0.6510001653689033	0.4930524198583804	0.60315317	0.64852804	0.569965	0.73657715	0.6067168	0.42662913	0.7146192	0.60069305	0.5408177	0.6017351	0.59975016	0.5406571	0
ondansetron	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.75 for CYP2D6 with regards to taking ondansetron? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose.	['Avoid ondansetron. Take an alternate therapy.', 'Take ondansetron with a reduced dose.', 'Take ondansetron with an increased dose.']	Proceed taking ondansetron as normal. There is no recommendation.	Based on the pharmacogenomics data, as a Normal Metabolizer with a CYP2D6 activity score of 1.75, the individual is expected to have normal CYP2D6 enzyme activity. This suggests that they will metabolize ondansetron, a substrate of CYP2D6, at a normal rate. Therefore, standard dosing of ondansetron is likely to be appropriate for this individual, and no adjustments are necessary based on their CYP2D6 genotype.	-0.20101263	0.17688678	-0.040547818	-0.11888737	0.20797203	0.024935361	tensor(-0.0797)	tensor(0.3788)	tensor(0.1116)	0.38510804655314146	0.5907087573396197	0.5503771033069789	0.30654654	0.4191834	0.5308615	0.40413803	0.62496215	0.5381755	0.32623014	0.5513668	0.5120067	0.39015248	0.5882405	0.6186217	1
ondansetron	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = 2.75 for CYP2D6 with regards to taking ondansetron? Give a 2-3 sentence summary.	Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).	['Proceed taking ondansetron as normal. There is no recommendation.', 'Take ondansetron with a reduced dose.', 'Take ondansetron with an increased dose.']	Avoid ondansetron. Take an alternate therapy.	For an individual who is an ultrarapid metabolizer (UM) of CYP2D6 with an activity score of 2.75, the clinical guidance for taking ondansetron is to exercise caution and potentially consider alternative anti-emetic medications. This is because ondansetron is primarily metabolized by CYP2D6, and UM individuals may metabolize it too quickly, leading to reduced efficacy or increased risk of adverse effects. Close monitoring of treatment response and potential dose adjustments may be necessary to ensure optimal therapeutic outcomes.	0.0018467765	0.25688824	0.11918798	-0.079742506	0.3834105	0.11305147	tensor(-0.1034)	tensor(0.3921)	tensor(0.0982)	0.519684734341297	0.652462413201702	0.4930524198583804	0.5790539	0.6207356	0.569965	0.7204135	0.58995104	0.42662913	0.70223933	0.6047924	0.5408177	0.6024391	0.59230393	0.5406571	0
ondansetron	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥5.0 for CYP2D6 with regards to taking ondansetron? Give a 2-3 sentence summary.	Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).	['Proceed taking ondansetron as normal. There is no recommendation.', 'Take ondansetron with a reduced dose.', 'Take ondansetron with an increased dose.']	Avoid ondansetron. Take an alternate therapy.	For an individual who is an ultrarapid metabolizer (UM) of CYP2D6 with an activity score ≥5.0, the clinical guidance for taking ondansetron is to exercise caution and consider alternative antiemetic agents. This is because ondansetron is primarily metabolized by CYP2D6, and UMs may experience reduced efficacy or shorter duration of action due to rapid metabolism. Close monitoring of therapeutic response and potential dose adjustments may be necessary to achieve optimal antiemetic effects.	0.008576245	0.25446618	0.12225293	-0.06832345	0.37732258	0.11884865	tensor(-0.0879)	tensor(0.3948)	tensor(0.1111)	0.5314974920140773	0.6453427745084426	0.4930524198583804	0.603316	0.6489143	0.569965	0.72989357	0.5763238	0.42662913	0.705297	0.59005153	0.5408177	0.59480006	0.5917533	0.5406571	0
oxcarbazepine	HLA-B	What would be the clinical guidance for someone who is HLA-B*15:02 positive for HLA-B with regards to taking oxcarbazepine? Give a 2-3 sentence summary.	If patient is oxcarbazepine-naïve, do not use oxcarbazepine.	['Proceed taking oxcarbazepine as normal. There is no recommendation.', 'Take oxcarbazepine with a reduced dose.', 'Take oxcarbazepine with an increased dose.']	Avoid oxcarbazepine. Take an alternate therapy.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are HLA-B*15:02 positive are at increased risk of developing Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN) when treated with oxcarbazepine. Therefore, it is recommended to avoid oxcarbazepine in patients who are HLA-B*15:02 positive, and alternative anticonvulsant medications should be considered. If oxcarbazepine is deemed necessary, close monitoring for signs of SJS/TEN is essential, particularly during the first 3 months of treatment.	-0.05636253	0.41195586	0.13884108	-0.12327313	0.385619	0.08309009	tensor(-0.1221)	tensor(0.2719)	tensor(0.0400)	0.6594760977261828	0.6474137542676708	0.7048617397194842	0.5231955	0.54376537	0.685753	0.59253484	0.5242008	0.7577337	0.59146976	0.54877675	0.7757302	0.63778085	0.6609591	0.6866951	0
