drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	bert_score_precision_llm_vs_discordant	bert_score_recall_llm_vs_discordant	bert_score_f1_llm_vs_discordant	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_discordant	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_discordant	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_discordant	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_discordant	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_discordant	gpt4_llm_vs_ref
doxepin	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Intermediate Metabolizer and activity score = 0.25 for CYP2D6 and Rapid Metabolizer for CYP2C19 with regards to taking doxepin? Give a 2-3 sentence summary.	Consider alternative drug not metabolized by CYP2C19; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	['Proceed taking doxepin as normal. There is no recommendation.', 'Take doxepin with a reduced dose.', 'Take doxepin with an increased dose.']	Avoid doxepin. Take an alternate therapy.	For an individual who is an Intermediate Metabolizer for CYP2D6 and a Rapid Metabolizer for CYP2C19 taking doxepin, the clinical guidance would be to monitor for potential therapeutic efficacy and side effects closely. Dosage adjustments may be considered based on clinical response and tolerability, as genetic variations in these enzymes can impact the metabolism and effectiveness of doxepin. Consulting with a healthcare provider experienced in pharmacogenomics is recommended to optimize treatment outcomes.	0.023793695	0.17750865	0.0992153	-0.17729731	0.23183048	-0.006872503	-0.1767876297235489	0.35410863161087036	0.020077727735042572	0.8303238380629987	0.6351606789826018	0.684564657535062	0.731531	0.5561752	0.5040916	0.84194726	0.6111173	0.61065364	0.7529657	0.4964766	0.4898569	0.75949824	0.5981961	0.61995214	0
doxepin	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Intermediate Metabolizer and activity score = 0.75 for CYP2D6 and Normal Metabolizer for CYP2C19 with regards to taking doxepin? Give a 2-3 sentence summary.	Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking doxepin as normal. There is no recommendation.', 'Avoid doxepin. Take an alternate therapy.']	Take doxepin with an altered dose.	For an individual who is an Intermediate Metabolizer of CYP2D6 and a Normal Metabolizer of CYP2C19 and is prescribed doxepin, close monitoring for potential adverse effects and therapeutic efficacy is recommended. Dose adjustments or monitoring of plasma levels may be necessary due to the altered metabolism of doxepin in the presence of these genetic variations. Consultation with a healthcare provider experienced in pharmacogenomics is advised to optimize dosing and treatment outcomes.	-0.05583604	0.23853868	0.076378934	-0.15930007	0.4178467	0.06353664	-0.16768233478069305	0.23577462136745453	0.0011535490630194545	0.48482200521949054	0.6995014865513633	0.6404707497433297	0.46202698	0.5260166	0.57026106	0.4348639	0.49660724	0.6226189	0.47623056	0.54488564	0.57151866	0.6394158	0.6964128	0.62079054	0
doxepin	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is No Result and activity score = No Result for CYP2D6 and Rapid Metabolizer for CYP2C19 with regards to taking doxepin? Give a 2-3 sentence summary.	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking doxepin as normal. There is no recommendation.', 'Take doxepin with a reduced dose.', 'Take doxepin with an increased dose.']	Avoid doxepin. Take an alternate therapy.	In individuals with No Result for CYP2D6 and Rapid Metabolizer for CYP2C19, the metabolism of doxepin may not be significantly impacted by genetic variations. Therefore, standard dosing recommendations for doxepin can be followed without the need for dose adjustments based on these specific genetic results. However, it is essential to consider other factors that may influence doxepin metabolism and efficacy, such as age, weight, and concomitant medications.	0.06650173	0.11965378	0.09610836	-0.19198541	0.15141062	-0.04421684	-0.1627606600522995	0.32649385929107666	0.01636267453432083	0.4963023941957278	0.58960559873778	0.6296021312687097	0.6414511	0.56103677	0.6266907	0.55260295	0.5484419	0.58678657	0.4797021	0.50060076	0.53449726	0.5456714	0.5692177	0.59388286	0
doxepin	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Poor Metabolizer and activity score = 0.0 for CYP2D6 and Normal Metabolizer for CYP2C19 with regards to taking doxepin? Give a 2-3 sentence summary.	Avoid doxepin use. If a doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking doxepin as normal. There is no recommendation.', 'Take doxepin with a reduced dose.', 'Take doxepin with an increased dose.']	Avoid doxepin. Take an alternate therapy.	Individuals who are Poor Metabolizers for CYP2D6 and Normal Metabolizers for CYP2C19 may have reduced metabolism of doxepin, potentially leading to increased levels of the drug in the body and an increased risk of toxicity. Monitoring for adverse effects and adjusting the doxepin dosage based on individual response may be warranted in these individuals to ensure safety and efficacy of treatment. Consulting with a healthcare provider or a pharmacogenomics expert is recommended for personalized dosing recommendations.	0.029829875	0.27468643	0.14341593	-0.16462107	0.26167333	0.011830331	-0.15742406249046326	0.4204513132572174	0.06572255492210388	0.7272265684524271	0.6342642762633725	0.6856706606218873	0.61785585	0.6081972	0.5106607	0.64359134	0.7021896	0.66036934	0.57457733	0.5872353	0.5817775	0.6284276	0.62405235	0.6391065	0
doxorubicin	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking doxorubicin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status at standard doses	['Avoid doxorubicin. Take an alternate therapy.', 'Take doxorubicin with a reduced dose.', 'Take doxorubicin with an increased dose.']	Proceed taking doxorubicin as normal. There is no recommendation.	Individuals deficient in glucose-6-phosphate dehydrogenase (G6PD) may be at an increased risk of developing hemolysis when exposed to certain medications like doxorubicin due to oxidative stress. It is important to consider alternative medications or adjust the dose of doxorubicin based on the severity of G6PD deficiency and closely monitor for signs of hemolysis such as jaundice and dark urine during treatment. Consulting with a healthcare provider or a pharmacogenomics specialist is recommended to guide dosing decisions in individuals with G6PD deficiency.	-0.11948594	0.16474004	0.008098195	-0.13293992	0.12118779	-0.0169891	-0.10886997729539871	0.40885117650032043	0.0793408527970314	0.6374637142878821	0.4715934824051777	0.5186663053828795	0.558071	0.50581	0.5904455	0.58313453	0.56359065	0.5989986	0.5894626	0.4554332	0.5017741	0.48510247	0.5149742	0.58804005	0
doxorubicin	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking doxorubicin? Give a 2-3 sentence summary.	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	['Avoid doxorubicin. Take an alternate therapy.', 'Take doxorubicin with a reduced dose.', 'Take doxorubicin with an increased dose.']	Proceed taking doxorubicin as normal. There is no recommendation.	Individuals who are indeterminate for G6PD deficiency may have a variant that could potentially increase the risk of hemolytic anemia when taking doxorubicin, a chemotherapy medication known to cause oxidative stress. Close monitoring for signs of hemolysis, such as fatigue, shortness of breath, and jaundice, would be recommended when initiating treatment with doxorubicin in these individuals. Consulting with a healthcare provider to discuss the risks and benefits of treatment and potential alternative medications may also be advisable.	-0.019284606	0.16686754	0.06994003	-0.1188356	0.09607151	-0.018218603	-0.09998930245637894	0.35353884100914	0.07317109405994415	0.5603287156528347	0.5645099079578648	0.5963081713495121	0.54670876	0.5065952	0.53318155	0.6036776	0.5485394	0.5775847	0.54997456	0.46683717	0.5197777	0.5367593	0.53839284	0.6126057	0
doxorubicin	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking doxorubicin? Give a 2-3 sentence summary.	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	['Avoid doxorubicin. Take an alternate therapy.', 'Take doxorubicin with a reduced dose.', 'Take doxorubicin with an increased dose.']	Proceed taking doxorubicin as normal. There is no recommendation.	Individuals who are deficient in the enzyme glucose-6-phosphate dehydrogenase (G6PD) and have a deficiency status of CNSHA may be at increased risk of adverse reactions when taking doxorubicin. Doxorubicin is metabolized in part by G6PD, and individuals with G6PD deficiency may be more susceptible to drug toxicity, including hemolytic anemia. Clinical guidance would involve alternative treatment options or close monitoring for potential adverse effects if doxorubicin use is deemed necessary.	-0.05053682	0.3732542	0.12835489	-0.15009855	0.093785666	-0.038283303	-0.09834154695272446	0.3359578549861908	0.08278269320726395	0.40062644620757953	0.4930862459375285	0.5167041804213656	0.45458987	0.5578236	0.5534198	0.44693583	0.600225	0.60971886	0.40741685	0.5205038	0.6019245	0.48362228	0.5182283	0.54365563	0
doxorubicin	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking doxorubicin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid doxorubicin. Take an alternate therapy.', 'Take doxorubicin with a reduced dose.', 'Take doxorubicin with an increased dose.']	Proceed taking doxorubicin as normal. There is no recommendation.	For individuals who are normal for G6PD, there is no specific clinical guidance related to taking doxorubicin based on their G6PD status. However, clinicians should consider other factors such as liver and kidney function, overall health status, and potential drug interactions when prescribing doxorubicin to ensure safe and effective treatment.	-0.13382506	0.29750133	0.04524737	-0.013375017	0.32805538	0.13702925	-0.0572379007935524	0.39798012375831604	0.12399964779615402	0.6450268095891963	0.6487046448936663	0.5570213772771215	0.49991345	0.62724245	0.5648448	0.47970235	0.6672636	0.6113167	0.44065794	0.55071837	0.5465897	0.587739	0.6203684	0.54307306	1
efavirenz	CYP2B6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2B6 with regards to taking efavirenz? Give a 2-3 sentence summary.	Initiate efavirenz with standard dosing (600 mg/day)	['Avoid efavirenz. Take an alternate therapy.', 'Take efavirenz with a reduced dose.', 'Take efavirenz with an increased dose.']	Proceed taking efavirenz as normal. There is no recommendation.	For an individual who is an Ultrarapid Metabolizer for CYP2B6 and is taking efavirenz, it is important to closely monitor drug efficacy and potential side effects. Since Ultrarapid Metabolizers may metabolize drugs faster, there is a possibility of decreased drug levels leading to reduced efficacy or increased risk of treatment failure. Dose adjustment or closer monitoring may be necessary to ensure optimal therapeutic outcomes.	-0.12237146	0.16692308	0.0070791	-0.16462107	0.13545279	-0.031801686	-0.1265232264995575	0.467384934425354	0.09955856204032898	0.5980593506686117	0.5537998382344093	0.6127441789212913	0.59646195	0.5253919	0.56514156	0.61508113	0.56054753	0.578956	0.5598936	0.5035761	0.5251135	0.53826225	0.49917704	0.57666945	0
efavirenz	CYP2B6	What would be the clinical guidance for someone who is Rapid Metabolizer for CYP2B6 with regards to taking efavirenz? Give a 2-3 sentence summary.	Initiate efavirenz with standard dosing (600 mg/day)	['Avoid efavirenz. Take an alternate therapy.', 'Take efavirenz with a reduced dose.', 'Take efavirenz with an increased dose.']	Proceed taking efavirenz as normal. There is no recommendation.	For individuals who are Rapid Metabolizers for CYP2B6 and are prescribed efavirenz, close monitoring for efficacy and side effects is recommended. Rapid metabolizers may require higher doses of efavirenz to achieve therapeutic levels, but they may also be at increased risk of experiencing side effects due to the rapid conversion of the medication in the body. Consulting with a healthcare provider experienced in pharmacogenomics can help tailor the dose and monitoring plan to optimize treatment outcomes.	-0.06079942	0.24826235	0.07688947	-0.12617345	0.088705145	-0.02561442	-0.08861435949802399	0.4993434548377991	0.1401042342185974	0.647706567153058	0.5834686556220346	0.6355790817737722	0.6294667	0.55669725	0.5639879	0.6319571	0.5874519	0.5845534	0.6061473	0.53581786	0.54141283	0.5834662	0.5232646	0.6041569	0
efavirenz	CYP2B6	What would be the clinical guidance for someone who is Indeterminate for CYP2B6 with regards to taking efavirenz? Give a 2-3 sentence summary.	No recommendation	['Avoid efavirenz. Take an alternate therapy.', 'Take efavirenz with a reduced dose.', 'Take efavirenz with an increased dose.']	Proceed taking efavirenz as normal. There is no recommendation.	For individuals who are Indeterminate for CYP2B6 and are considering taking efavirenz, it is important to proceed with caution and monitor for potential drug interactions and side effects. Close monitoring of efavirenz levels and therapeutic effects may be necessary to ensure efficacy and minimize adverse reactions, as CYP2B6 metabolism can vary among individuals with an Indeterminate status. Consulting with a healthcare provider or a pharmacogenomics specialist for personalized guidance and monitoring is recommended.	-0.53933954	-0.33956078	-0.4494913	-0.13955173	0.15611091	-0.007970624	-0.10968287289142609	0.41317442059516907	0.08291579782962799	0.21995023133678707	0.6273450448371791	0.6334759354288929	0.15581244	0.587852	0.5872484	0.054368753	0.6248303	0.62055004	-0.008689719	0.5129339	0.5410627	0.3032197	0.56400543	0.57924443	0
efavirenz	CYP2B6	What would be the clinical guidance for someone who is Normal Metabolizer for CYP2B6 with regards to taking efavirenz? Give a 2-3 sentence summary.	Initiate efavirenz with standard dosing (600 mg/day)	['Avoid efavirenz. Take an alternate therapy.', 'Take efavirenz with a reduced dose.', 'Take efavirenz with an increased dose.']	Proceed taking efavirenz as normal. There is no recommendation.	For individuals classified as Normal Metabolizers for CYP2B6, they are expected to have typical metabolism of efavirenz. Therefore, standard dosing guidelines for efavirenz would typically apply. These individuals are not at increased risk of adverse effects related to CYP2B6 metabolism when taking efavirenz.	-0.03410207	0.15192908	0.05503189	-0.050270315	0.17327252	0.054240037	-0.08034195750951767	0.37421977519989014	0.10307353734970093	0.5992992514317942	0.5910416681967402	0.5460649834909851	0.5512901	0.5255213	0.420936	0.5688831	0.555754	0.48182714	0.66795266	0.5976211	0.5327957	0.591474	0.5957463	0.51485026	1
enflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is Uncertain Susceptibility for RYR1 and Malignant Hyperthermia Susceptibility for CACNA1S with regards to taking enflurane? Give a 2-3 sentence summary.	Halogenated volatile anesthetics or the depolarizing muscle relaxant succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS.	['Proceed taking enflurane as normal. There is no recommendation.', 'Take enflurane with a reduced dose.', 'Take enflurane with an increased dose.']	Avoid enflurane. Take an alternate therapy.	Individuals who are Uncertain Susceptibility for RYR1 and Malignant Hyperthermia Susceptibility for CACNA1S should exercise caution when considering the use of enflurane, an inhaled anesthetic that has been associated with triggering malignant hyperthermia in susceptible individuals. A comprehensive pre-anesthetic assessment and consultation with a genetic counselor or medical provider experienced in malignant hyperthermia susceptibility is recommended to evaluate the risks and benefits of using enflurane in this population. Additional monitoring and precautions may be necessary during anesthesia to prevent malignant hyperthermia reactions.	0.08797599	0.15943985	0.12615238	-0.22027765	0.22486225	-0.039781775	-0.2491821050643921	0.24799208343029022	-0.06742142140865326	0.633896537229512	0.5469004199072174	0.5499462644324747	0.7449132	0.5570082	0.49681914	0.7301292	0.5024311	0.46173036	0.7011544	0.495234	0.45898595	0.6413824	0.5155262	0.51043516	0
enflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is No Result for RYR1 and Malignant Hyperthermia Susceptibility for CACNA1S with regards to taking enflurane? Give a 2-3 sentence summary.	Based on CACNA1S status, halogenated volatile anesthetics or the depolarizing muscle relaxant succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS.	['Proceed taking enflurane as normal. There is no recommendation.', 'Take enflurane with a reduced dose.', 'Take enflurane with an increased dose.']	Avoid enflurane. Take an alternate therapy.	For individuals with no result for RYR1 and Malignant Hyperthermia Susceptibility for CACNA1S, caution is recommended when considering the use of enflurane due to the potential risk of malignant hyperthermia (MH). Since there is uncertainty about the individual's risk for MH based on genetic testing results, alternative anesthetics that do not trigger MH should be considered to ensure patient safety. Consulting with a healthcare provider familiar with pharmacogenomics and MH susceptibility is advised to determine the most appropriate anesthetic option.	0.19408987	0.25117317	0.22511917	-0.16012722	0.36429211	0.047193505	-0.20884083211421967	0.35384514927864075	-0.0017800985369831324	0.7013837429975217	0.5378053246405421	0.5519407191702638	0.7105582	0.53288776	0.55476016	0.763098	0.54259413	0.50271606	0.78920454	0.562227	0.53605926	0.7367767	0.54564035	0.5274222	0
enflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is Malignant Hyperthermia Susceptibility for RYR1 and Uncertain Susceptibility for CACNA1S with regards to taking enflurane? Give a 2-3 sentence summary.	Halogenated volatile anesthetics or the depolarizing muscle relaxant succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS.	['Proceed taking enflurane as normal. There is no recommendation.', 'Take enflurane with a reduced dose.', 'Take enflurane with an increased dose.']	Avoid enflurane. Take an alternate therapy.	Individuals who are Malignant Hyperthermia (MH) Susceptible for RYR1 are at higher risk for developing MH when exposed to trigger agents like enflurane. While uncertain susceptibility for CACNA1S adds some complexity to the risk assessment, caution is warranted due to the known association of enflurane with MH in RYR1 MH Susceptible individuals. An alternative anesthetic agent should be considered for individuals with this genetic profile to mitigate the risk of triggering a MH crisis.	0.10662838	0.19537568	0.152794	-0.198691	0.35668793	0.015778404	-0.23911598324775696	0.2748066484928131	-0.04207184910774231	0.6310087478042392	0.4550390446096736	0.4462762047054221	0.6120429	0.47240794	0.42005238	0.66986257	0.4625402	0.4084248	0.6814777	0.49279022	0.45606592	0.5996863	0.4778797	0.45953992	1
enflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is No Result for RYR1 and Uncertain Susceptibility for CACNA1S with regards to taking enflurane? Give a 2-3 sentence summary.	No RYR1 genotype is available. Based on CACNA1S status, clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants.	['Avoid enflurane. Take an alternate therapy.', 'Take enflurane with a reduced dose.', 'Take enflurane with an increased dose.']	Proceed taking enflurane as normal. There is no recommendation.	For an individual with a No Result for RYR1 and Uncertain Susceptibility for CACNA1S, caution is advised when considering the use of enflurane, a volatile anesthetic. Enflurane can potentially trigger malignant hyperthermia in individuals with certain genetic variations, including those affecting RYR1 and CACNA1S. Close monitoring and consultation with a healthcare provider experienced in pharmacogenomics and anesthesia are recommended to ensure safe and effective use of enflurane in this individual.	0.04043313	0.16338596	0.102286965	-0.18419543	0.017552579	-0.08927857	-0.15559431910514832	0.2673874497413635	0.0013471182901412249	0.7253627216202897	0.5521597040899011	0.5616787096811032	0.70370036	0.52409124	0.53850263	0.773137	0.5040569	0.5460827	0.61491233	0.5045609	0.5517026	0.7682527	0.52861387	0.524271	0
escitalopram	CYP2C19	What would be the clinical guidance for someone who is Rapid Metabolizer for CYP2C19 with regards to taking escitalopram? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose. If patient does not adequately respond to recommended maintenance dosing, consider titrating to a higher maintenance dose or switching to a clinically appropriate alternative antidepressant not predominantly metabolized by CYP2C19.	['Avoid escitalopram. Take an alternate therapy.', 'Take escitalopram with a reduced dose.', 'Take escitalopram with an increased dose.']	Proceed taking escitalopram as normal. There is no recommendation.	As a Rapid Metabolizer for CYP2C19, an individual may break down escitalopram more quickly than normal. This could potentially result in lower drug levels in the body, leading to decreased effectiveness of the medication. Monitoring for efficacy and potential side effects is recommended, and dosage adjustments may be necessary to achieve the desired therapeutic response. Consulting with a healthcare provider or a pharmacogenomics specialist for personalized guidance is advisable.	0.15191065	0.24851991	0.20158559	-0.13037582	0.10541272	-0.021544306	-0.0847165584564209	0.4833916425704956	0.12439723312854767	0.5629867917917252	0.5714744280457292	0.6698885907028769	0.620969	0.5300449	0.58225524	0.6189183	0.59516776	0.6475601	0.59208137	0.54563993	0.6044872	0.6642278	0.5985473	0.6669682	0
escitalopram	CYP2C19	What would be the clinical guidance for someone who is Likely Poor Metabolizer for CYP2C19 with regards to taking escitalopram? Give a 2-3 sentence summary.	Consider a clinically appropriate antidepressant not predominantly metabolized by CYP2C19. If citalopram or escitalopram are clinically appropriate, consider a lower starting dose, slower titration schedule and 50% reduction of the standard maintenance dose as compared to normal metabolizers.	['Proceed taking escitalopram as normal. There is no recommendation.', 'Take escitalopram with a reduced dose.', 'Take escitalopram with an increased dose.']	Avoid escitalopram. Take an alternate therapy.	For someone who is a Likely Poor Metabolizer for CYP2C19 and is prescribed escitalopram, it is recommended to consider reducing the initial dose and titrating the medication slowly based on individual response and tolerability. Close monitoring for increased drug sensitivity and potential adverse effects is advised due to the potential for elevated plasma levels of escitalopram in Poor Metabolizers. Consulting with a healthcare provider or pharmacist for personalized dosing guidance is essential to optimize treatment outcomes.	0.116555266	0.28252485	0.19733088	-0.11459449	0.3023624	0.060271405	-0.11739567667245865	0.5262488126754761	0.12660440802574158	0.8000631384195968	0.6392936428373569	0.7282563667276405	0.7694136	0.59114844	0.5476281	0.7978107	0.59867144	0.59025466	0.74847734	0.6150513	0.5451659	0.77350014	0.61260974	0.6335393	0
escitalopram	CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2C19 with regards to taking escitalopram? Give a 2-3 sentence summary.	Consider a clinically appropriate alternative antidepressant not predominantly metabolized by CYP2C19. If citalopram or escitalopram are clinically appropriate, and adequate efficacy is not achieved at standard maintenance dosing, consider titrating to a higher maintenance dose.	['Proceed taking escitalopram as normal. There is no recommendation.', 'Take escitalopram with a reduced dose.', 'Take escitalopram with an increased dose.']	Avoid escitalopram. Take an alternate therapy.	As an Ultrarapid Metabolizer for CYP2C19, individuals may metabolize escitalopram at a faster rate, leading to potentially lower drug levels and reduced efficacy. Clinical guidance may include starting escitalopram at a higher dose or monitoring for signs of decreased therapeutic response. Consultation with a healthcare provider or a pharmacist specializing in pharmacogenomics is recommended for personalized dosing recommendations.	0.12863109	0.23479423	0.18274339	-0.09045724	0.28431803	0.07053438	-0.07047497481107712	0.5404430031776428	0.16677387058734894	0.7006518472872153	0.625566248942801	0.6805451776119585	0.67515856	0.5900323	0.54651356	0.7198095	0.620144	0.60779667	0.7403796	0.56442	0.5291518	0.7410065	0.62823844	0.67046565	0
escitalopram	CYP2C19	What would be the clinical guidance for someone who is Indeterminate for CYP2C19 with regards to taking escitalopram? Give a 2-3 sentence summary.	No recommendation	['Avoid escitalopram. Take an alternate therapy.', 'Take escitalopram with a reduced dose.', 'Take escitalopram with an increased dose.']	Proceed taking escitalopram as normal. There is no recommendation.	Individuals who are classified as Indeterminate for CYP2C19 metabolic status may have varying responses to escitalopram, a medication primarily metabolized by CYP2C19. Therefore, close monitoring for potential adverse effects or inadequate therapeutic response is recommended when initiating escitalopram in these individuals. Consideration of dose adjustments or alternative medications may be necessary based on clinical response and tolerability.	-0.50861657	-0.31063345	-0.4188012	-0.15397654	0.032554224	-0.06506762	-0.09110252559185028	0.4206025004386902	0.09034356474876404	0.2282225222377552	0.5762400634845918	0.6404407016209872	0.11388533	0.52014446	0.53750145	0.03728493	0.54755116	0.5696631	-0.0513779	0.50955707	0.5784939	0.30940935	0.6538755	0.6207437	0
fluorouracil	DPYD	What would be the clinical guidance for someone who is Intermediate Metabolizer and activity score = 1.5 for DPYD with regards to taking fluorouracil? Give a 2-3 sentence summary.	Reduce starting dose by 50% followed by titration of dose based on toxicity or therapeutic drug monitoring (if available).	['Proceed taking fluorouracil as normal. There is no recommendation.', 'Avoid fluorouracil. Take an alternate therapy.']	Take fluorouracil with an altered dose.	Individuals who are Intermediate Metabolizers and have a DPYD activity score of 1.5 are at an increased risk of severe fluorouracil-related toxicities. Clinical guidance would typically recommend adjusting the fluorouracil dose or considering alternative chemotherapy regimens to minimize the risk of adverse effects. Close monitoring for toxicities and early intervention may also be necessary in this population.	0.023154335	0.20493114	0.11062654	-0.113865435	0.4010832	0.09257619	-0.0752885714173317	0.33150920271873474	0.0971655547618866	0.4511306102474272	0.5741542998196838	0.5318299264731994	0.52361405	0.44295928	0.49997854	0.49381185	0.34315383	0.51863253	0.38090926	0.48206478	0.5824488	0.5530182	0.65865666	0.6785214	0
fluorouracil	DPYD	What would be the clinical guidance for someone who is Poor Metabolizer and activity score = 0.0 for DPYD with regards to taking fluorouracil? Give a 2-3 sentence summary.	Avoid use of 5-fluorouracil or 5-fluorouracil prodrug-based regimens.	['Proceed taking fluorouracil as normal. There is no recommendation.', 'Take fluorouracil with a reduced dose.', 'Take fluorouracil with an increased dose.']	Avoid fluorouracil. Take an alternate therapy.	For an individual who is a Poor Metabolizer of DPYD with an activity score of 0.0, there is a significantly increased risk of severe toxicity when taking fluorouracil. Clinical guidance would recommend avoiding the use of fluorouracil in these individuals or considering alternative treatments with a lower risk of adverse effects. Close monitoring for any signs of toxicity is essential if fluorouracil is prescribed in this population.	-0.03214315	0.3063753	0.116897814	-0.078117944	0.40391332	0.11927177	-0.1303228884935379	0.36887603998184204	0.06285453587770462	0.5455410417895281	0.5928173792406224	0.6076679481686711	0.64998746	0.5552239	0.5809086	0.62879324	0.5227105	0.5222996	0.5340916	0.55198425	0.5104062	0.5874255	0.6531202	0.6261957	1
fluorouracil	DPYD	What would be the clinical guidance for someone who is Intermediate Metabolizer and activity score = 1.0 for DPYD with regards to taking fluorouracil? Give a 2-3 sentence summary.	Reduce starting dose by 50% followed by titration of dose based on toxicity or therapeutic drug monitoring (if available). Patients with the c.2846A>T/c.2846A>T genotype may require >50% reduction in starting dose.	['Proceed taking fluorouracil as normal. There is no recommendation.', 'Avoid fluorouracil. Take an alternate therapy.']	Take fluorouracil with an altered dose.	For individuals who are Intermediate Metabolizers with an activity score of 1.0 for DPYD, caution is advised when taking fluorouracil. These individuals may have an increased risk of severe toxicity to fluorouracil due to reduced enzyme activity. Close monitoring for adverse effects and consideration of dose adjustment or alternative treatments may be necessary to minimize the risk of toxicity.	0.12803638	0.047431838	0.09001542	-0.07653361	0.4536278	0.13613255	-0.03742435947060585	0.38922685384750366	0.1427772045135498	0.4685837928286522	0.6226761646018663	0.5828357755887141	0.57607037	0.4339695	0.53211415	0.5176334	0.35855874	0.555815	0.36061877	0.45218447	0.5176576	0.4148938	0.58785933	0.6002413	0
fluorouracil	DPYD	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 2.0 for DPYD with regards to taking fluorouracil? Give a 2-3 sentence summary.	Based on genotype, there is no indication to change dose or therapy. Use label-recommended dosage and administration.	['Avoid fluorouracil. Take an alternate therapy.', 'Take fluorouracil with a reduced dose.', 'Take fluorouracil with an increased dose.']	Proceed taking fluorouracil as normal. There is no recommendation.	Individuals who are Normal Metabolizers with an activity score of 2.0 for DPYD may have an increased risk of fluorouracil toxicity. It is recommended to consider dose adjustments or alternative therapies, such as capecitabine, to minimize the risk of severe adverse effects when prescribing fluorouracil in these individuals. Close monitoring for toxicities and symptoms of fluorouracil toxicity is also advised.	-0.037690245	0.16151798	0.056921735	-0.112394914	0.015644006	-0.048182614	-0.06652689725160599	0.40010321140289307	0.10409656167030334	0.3889386527934903	0.5791283716389536	0.5589151420238878	0.45386815	0.50980735	0.51653796	0.47797373	0.55504763	0.5448513	0.44319624	0.49349183	0.48843926	0.42035225	0.62176394	0.664568	0
